490009668N,LEA BRIDGE ROAD,51.57114521,-0.026185421
490004188S,ST SAVIOUR'S CHURCH,51.57341934,-0.028266029
490001014B,BARNES STATION #,51.46665063,-0.242022545
490011346N,QUEEN'S ROAD,51.57673947,-0.029984105
490009667N,MARKHOUSE AVENUE,51.5791965,-0.030642803
490009667S,MARKHOUSE AVENUE,51.57874187,-0.030344932
490007974N,HAZELWOOD ROAD,51.58232405,-0.034823375
490014166R,WALTHAMSTOW MARKET,51.58189083,-0.034192538
490001014A,BARNES STATION #,51.46740246,-0.241187396
490009306S,LONGFIELD AVENUE,51.58431892,-0.03742216
490000024A,BLACKHORSE ROAD STATION <> #,51.58659078,-0.040456747
490000024B,BLACKHORSE ROAD STATION <> #,51.58678679,-0.040347264
490004103N,BLENHEIM ROAD,51.59027435,-0.040254922
490006928S,FOREST ROAD,51.5876667,-0.040266092
490006928N,FOREST ROAD,51.58814224,-0.04020232
490004103S,BLENHEIM ROAD,51.58940935,-0.039613642
490012034N,WALTHAM FOREST COLLEGE / UPLANDS HOUSE,51.59362615,-0.040110652
490011183S,PRIESTLEY WAY,51.59160628,-0.039778922
490012034S,WALTHAM FOREST COLLEGE / UPLANDS HOUSE,51.59369418,-0.03987672
490005353N,CLARENCE ROAD,51.59525224,-0.041094639
490009019E,LAWRENCE AVENUE,51.5988248,-0.03909267
490014940S,WORCESTER ROAD,51.59663946,-0.041237088
490009019W,LAWRENCE AVENUE,51.59870612,-0.038448015
490008134E,HIGHAM HILL ROAD,51.59902255,-0.036398425
490008134W,HIGHAM HILL ROAD,51.59890332,-0.036259175
490007597E,GUILDSWAY,51.5996975,-0.028918469
490010345E,NORTH COUNTESS ROAD,51.59965605,-0.025916825
490007597W,GUILDSWAY,51.59960617,-0.029370051
490009759E,WALTHAMSTOW ACADEMY,51.5999963,-0.023158521
490010345W,NORTH COUNTESS ROAD,51.59952198,-0.026500222
490009759W,WALTHAMSTOW ACADEMY,51.59989356,-0.022931948
490004905W,CECIL ROAD,51.60032533,-0.020804979
3700077,KAYWOOD CLOSE,51.50267542,-0.568121784
490007596K,BANK STATION <> / POULTRY,51.51373773,-0.091462638
490006616E,ERITH FIRE STATION,51.48506843,0.155583952
490006616W,ERITH FIRE STATION,51.48509352,0.156175688
490003959S,BEULAH SPA,51.41424221,-0.092503093
490003959N,BEULAH SPA,51.41452758,-0.092908265
490003497E,AVENUE ROAD,51.53466661,-0.164354061
490003497W,AVENUE ROAD,51.53516642,-0.162964156
490012521E,STAMFORD BROOK BUS GARAGE,51.4931521,-0.24928641
490012521PP,STAMFORD BROOK BUS GARAGE,51.49298478,-0.249523308
490005210SS,CHISWICK POLICE STATION,51.49240894,-0.259773097
490001108W,FENCHURCH STREET STATION #,51.51210357,-0.080044753
490005423FF,CLIFTON GARDENS,51.4925011,-0.261743111
490012434HH,ST ANN'S ROAD,51.58173816,-0.099714367
490012434HK,ST ANN'S ROAD,51.58297992,-0.0997636
490013739M,TOTTENHAM TOWN HALL,51.58798589,-0.070928542
490007093W1,WOOLWICH ROAD / GALLIONS ROAD,51.48741777,0.027928294
490011849RB,SADLER'S WELLS THEATRE,51.52911753,-0.106044001
490008264S,ST MARY OF ETON CHURCH,51.54529443,-0.030102326
490008264N,ST MARY OF ETON CHURCH,51.54576461,-0.030255088
490011849RA,SADLER'S WELLS THEATRE,51.5292005,-0.106170312
490008109T,HESA ROAD,51.51642273,-0.408879862
490013979Q,THE GRAPES,51.5182496,-0.406337138
490006951N,FORTUNE GREEN,51.55475764,-0.19695383
490014468S,WEST HAMPSTEAD POLICE STATION,51.55357173,-0.195269762
490015102C,LEA BRIDGE ROAD / BAKERS ARMS,51.57638586,-0.011684881
490015102D,LEA BRIDGE ROAD / BAKERS ARMS,51.57572194,-0.012305571
490013485S1,THE OLD VIC,51.5013383,-0.108752041
490013485N,THE OLD VIC,51.50128972,-0.109085443
490000094B,GUNNERSBURY STATION <> #,51.49243849,-0.275776198
490003269N,ALPHA CLOSE,51.52709184,-0.164154157
490011716S,LONDON BUSINESS SCHOOL,51.52616763,-0.161985671
490006008W,DEAN STREET / CHINATOWN,51.51235011,-0.130936929
490015239K,HOLBORN STATION <>,51.51767238,-0.118482022
490010001S,MONTPELIER ROAD,51.52154625,-0.306604944
490010149J,HOLLAND ROAD / NAPIER PLACE,51.49708524,-0.206664531
490012357W2,VESTRY ROAD,51.47369742,-0.08232015
490010305E,NORLAND SQUARE,51.5061102,-0.20997027
490000113G,HOLLAND PARK STATION <>,51.50695958,-0.206118351
490006437HE,EDITH GROVE,51.48379208,-0.184890785
490007055HK,FULHAM ROAD / CHELSEA & WESTMINSTER HOSP,51.484454,-0.184662861
490006437HB,EDITH GROVE,51.48437638,-0.183715356
490003726E,FULHAM ROAD / BEAUFORT STREET,51.4875605,-0.178547478
490006514N,OLD CHURCH STREET,51.48910595,-0.176152382
490015411N,SPUR ROAD / ORPINGTON WAR MEMORIAL,51.37310668,0.098579476
490011165S,PRATTS BOTTOM / SEVENOAKS ROAD,51.34404993,0.111108513
490000119M,HYDE PARK CORNER STATION <>,51.50274925,-0.153274265
490006514S,OLD CHURCH STREET,51.48869748,-0.176485575
490015411L,SEVENOAKS ROAD / ORPINGTON WAR MEMORIAL,51.37241097,0.097254523
490010603N,ONSLOW SQUARE,51.49227375,-0.172266158
490014077E,VILLAGE GREEN ROAD,51.45419162,0.186875365
490013537W,THE RISE,51.45392395,0.185797417
490012543E,STANHAM PLACE,51.45463616,0.191963376
490013433S,THE JOLLY FARMERS OPEN SPACE,51.45475447,0.193811509
490010603S,ONSLOW SQUARE,51.49240766,-0.17220318
490013433N,MILL PLACE,51.45571777,0.195196395
490010950W,PERRY STREET,51.4635599,0.180729435
490010950E,PERRY STREET,51.46363193,0.181207972
490006670W,EVERSLEY CROSS,51.46358663,0.176872312
490006670E,EVERSLEY CROSS,51.46366866,0.176329129
490009597W,NORTHALL ROAD / MANOR WAY,51.4641373,0.164617741
490009597E,PARKSIDE AVENUE / MANOR WAY,51.46378965,0.168344519
490010356W,BRIDGE ROAD / NORTHEND ROAD,51.46703876,0.182738278
490010928E,PENTON STREET,51.53163749,-0.111749829
490010928W,PENTON STREET / CHAPEL MARKET,51.53164334,-0.110437557
490007598N,GUILFORD STREET,51.52397481,-0.115598628
490007598S,GUILFORD STREET,51.52467627,-0.116160712
490000123B,KENTISH TOWN STATION <> #,51.5513662,-0.140978428
490000123A,KENTISH TOWN STATION <> #,51.55021089,-0.140708204
490015290S,COOMBE ROAD,51.36803554,-0.096248458
490015290N,COOMBE ROAD,51.36782289,-0.09644404
490005575N,BIRDHURST GARDENS,51.36566971,-0.09012622
490004026B,BIRDHURST ROAD / SOUTH CROYDON STATION #,51.3618449,-0.090500802
490001258A,BIRDHURST ROAD / SOUTH CROYDON STATION #,51.3621268,-0.091796256
490015396NK,NEWINGTON GREEN,51.5516916,-0.085720316
490004802S2,CARLTON ROAD,51.35531512,-0.092093679
490004802N,TWIN BRIDGES BUSINESS PARK,51.35600092,-0.092237539
490004802S1,CARLTON ROAD,51.35566838,-0.091145435
490005794E,CROHAM ROAD,51.36164518,-0.095910143
490010224S3,ALBION ROAD,51.55248875,-0.086076313
4.90E+24,ELECTRIC HOUSE,51.37470949,-0.097437193
4.90E+23,WHITGIFT CENTRE,51.37609295,-0.098457506
4.90E+19,WHITGIFT CENTRE,51.37696746,-0.098593697
490011275C,PURLEY WAY / WADDON STATION #,51.36761782,-0.11994144
490011275D,PURLEY WAY / WADDON STATION #,51.36772059,-0.120181457
490019676NB,GREEN LANES,51.55248315,-0.085182226
490013603C,PURLEY OAKS STATION #,51.34980898,-0.100235175
490013603N,PURLEY OAKS STATION #,51.34871207,-0.101357572
490011259G,PURLEY / DOWNLANDS PRECINCT,51.33928479,-0.115659492
490005236N,CHRISTCHURCH ROAD / PURLEY HOSPITAL,51.34066868,-0.113362913
490005574V,COOMBE ROAD,51.36724524,-0.099082644
490005574S,COOMBE ROAD,51.36820938,-0.099200747
490009224Z,LIVERPOOL ROAD,51.55120842,-0.110276024
490010864N,PASTEUR GARDENS,51.61238109,-0.086778925
490010864S,PASTEUR GARDENS,51.61239224,-0.086359594
490006564N,EMPIRE PARADE,51.60952402,-0.085830299
490006564S,EMPIRE PARADE,51.60910359,-0.085414709
490010323H,CHURCH HILL ROAD,51.37037271,-0.227437747
490009224Y,LIVERPOOL ROAD,51.5507261,-0.109920989
490010323J,CHURCH HILL ROAD,51.36989428,-0.226723516
490010753W,PARK AVENUE,51.60074796,-0.116436346
490003236W,ALLIANCE ROAD,51.52639643,-0.277189519
490012359S,SOUTHWOOD AVENUE,51.57557853,-0.142978034
490007797N,HARINGEY CIVIC CENTRE,51.59996726,-0.111501449
490007797S,HARINGEY CIVIC CENTRE,51.59995456,-0.111270943
490004746S,CANNING CRESCENT,51.60179227,-0.112032216
490000052SB,CLAPHAM SOUTH STATION <>,51.45300705,-0.148431216
490003925S,BERKSHIRE GARDENS,51.60841829,-0.11026978
490003875N,BERKSHIRE GARDENS,51.60916346,-0.110195507
490010333W,TOTTENHALL ROAD,51.61126458,-0.10944386
490004486J,BROOMFIELD LANE,51.61499285,-0.109780044
490004486K,BROOMFIELD LANE,51.6151601,-0.10955643
490000052SA,CLAPHAM SOUTH STATION <>,51.45288328,-0.148565761
490010736G,PALMERS GREEN / THE TRIANGLE,51.61704468,-0.109319222
490009248C,LODGE DRIVE,51.61895024,-0.107593226
490006974A,FOX LANE,51.62023883,-0.106643965
490006974Z,FOX LANE,51.62113527,-0.105913229
490011855N,ST MONICA'S CHURCH,51.62391083,-0.102937103
490004196S,BOURNE HILL,51.6230717,-0.10443124
490010776W,PARK HILL,51.45956765,-0.134000932
490009764N,MEADOWCROFT ROAD,51.62482288,-0.100948652
490009764S,MEADOWCROFT ROAD,51.62499373,-0.100392512
490000119P,HYDE PARK CORNER STATION <>,51.50263182,-0.153812133
490012612C,STATION ROAD,51.6309296,-0.096561083
490000027B,BOSTON MANOR STATION <>,51.49576536,-0.324142068
490007438S2,GREEN DRAGON LANE,51.63617594,-0.091254645
490007438S1,GREEN DRAGON LANE,51.63548393,-0.091832833
490012220W,SOLNA ROAD,51.63580511,-0.086703706
490012220N,SOLNA ROAD,51.63589384,-0.086078579
490005549N,CONIFER GARDENS,51.63945361,-0.079945506
490005549S,CONIFER GARDENS,51.63861719,-0.079937481
490004650N,BUSH HILL,51.64425717,-0.08114458
490004650S,BUSH HILL,51.64408006,-0.08076181
490010760N,PARK CRESCENT,51.64665982,-0.080146954
490010760S,PARK CRESCENT,51.64622304,-0.080382221
490004904Y,CECIL ROAD / ST ANNES SCHOOL,51.64979836,-0.080158902
490009169S,CECIL ROAD / ST ANNES SCHOOL,51.64903856,-0.079887444
490006588R,ENFIELD TOWN / GENOTIN ROAD,51.65166631,-0.079458363
490006587D,ENFIELD TOWN / CHURCH STREET,51.65222711,-0.083511311
490013736N,TOTTENHAM POLICE STATION,51.59039393,-0.070263502
490013739N,TOTTENHAM TOWN HALL,51.58792747,-0.070656737
490014853E,WOOD GREEN CROWN COURT,51.59864853,-0.103888975
490005320W,WESTMINSTER ACADEMY / CIRENCESTER STREET,51.52092597,-0.192135419
490014853W,WOOD GREEN CROWN COURT,51.59833574,-0.1045662
490010954E,PERTH ROAD,51.59963262,-0.10023812
490010954W,PERTH ROAD,51.59920781,-0.101771978
490007201E,GLADSTONE AVENUE,51.59855661,-0.096543292
490010036W,MORLEY AVENUE,51.59905267,-0.098298581
490007201W,GLADSTONE AVENUE,51.59809044,-0.095523177
490014410E,WESTBURY AVENUE / LORDSHIP LANE,51.59824112,-0.093726434
490005320E,WESTMINSTER ACADEMY / CIRENCESTER STREET,51.52102238,-0.191973042
490013539W,THE ROUNDWAY / WEST ARM,51.59792197,-0.091241862
490013539E,THE ROUNDWAY / WEST ARM,51.5981071,-0.091566197
490014177E,WALTHEOF AVENUE,51.59791205,-0.086766208
490014177W,WALTHEOF AVENUE,51.59782584,-0.088098211
490003521E,AWLFIELD AVENUE,51.59801264,-0.081910484
490003521W1,AWLFIELD AVENUE,51.5978435,-0.083116041
490010091E,MOUNT PLEASANT ROAD,51.59831119,-0.078172621
490010091W,MOUNT PLEASANT ROAD,51.59803943,-0.080248871
490004520W,THE ROUNDWAY / EAST ARM,51.59842542,-0.075814222
490004520M,BRUCE CASTLE PARK,51.59810758,-0.074528144
490013233N,ELMHURST ROAD,51.59609838,-0.072100842
490013853L,ELMHURST ROAD,51.59668914,-0.073028771
490001040O,BRUCE GROVE STATION #,51.59454794,-0.070231817
490001040K,BRUCE GROVE STATION #,51.59481755,-0.070769033
490010561W,PARNELL ROAD,51.53573406,-0.02895785
490010561E,PARNELL ROAD,51.5358035,-0.029344173
490009117T,CATFORD ROAD / LEWISHAM TOWN HALL,51.44475636,-0.021020032
490000028C,BOUNDS GREEN STATION <>,51.6080564,-0.123585986
490000028D,BOUNDS GREEN STATION <>,51.60754464,-0.123635971
490013170S,TAVISTOCK SQUARE,51.52490249,-0.128044371
490010861T,PARSONS GREEN LANE / FULHAM LIBRARY,51.47771892,-0.201606328
490010861V,PARSONS GREEN LANE / FULHAM LIBRARY,51.47700068,-0.2022682
49000000000,MUNSTER ROAD,51.47391522,-0.207486928
490010123W2,MUNSTER ROAD,51.47367367,-0.207568393
490011491N,HERNE HILL ROAD,51.46009662,-0.09365805
490011491S,HERNE HILL ROAD,51.45913871,-0.094475298
490004267E,THE GREEN,51.60405228,-0.480908098
490007784S,MERLE AVENUE,51.60262233,-0.482977381
490012137E,SHRUBS ROAD,51.61259715,-0.460388314
490012137W,SHRUBS ROAD,51.61235079,-0.46080105
490009859S,MIDDLETON ROAD,51.54124169,-0.076338181
490010141E,MYDDELTON ROAD,51.58767486,-0.11879599
490013557N,ARDLEIGH GREEN SCHOOL,51.58506158,0.220596175
490013557S,ARDLEIGH GREEN SCHOOL,51.58460282,0.220602675
490003975L,MARKET PLACE / BEXLEYHEATH CLOCK TOWER,51.45654516,0.147128763
490012130W,SHREWSBURY ROAD,51.53896165,0.044639365
490013628S,THORNHILL ROAD,51.37888088,-0.302204376
490013628N,THORNHILL ROAD,51.37928615,-0.302246859
490012019V,SHACKLEWELL LANE,51.55139907,-0.074986559
490014376C,LAKESIDE WAY,51.55790058,-0.285448305
490014375G,WEMBLEY ARENA,51.55939886,-0.284598508
490014469E,EDGWARE ROAD / THE HYDE,51.58405837,-0.249460899
490014469W,EDGWARE ROAD / THE HYDE,51.58410132,-0.248723101
490011828E,RUVIGNY GARDENS,51.46732245,-0.219205653
490011828W,RUVIGNY GARDENS,51.46715983,-0.218564103
490006825E,FESTING ROAD,51.46826759,-0.223416179
4900000000,GREENWOOD ROAD,51.54585801,-0.063956487
490006825W,FESTING ROAD,51.46797633,-0.22259243
490012375E,COMMONDALE,51.46843286,-0.227801073
490012375W,COMMONDALE,51.46835864,-0.227055267
490011286M,PUTNEY BRIDGE ROAD,51.46443835,-0.215229322
490011286L,PUTNEY EXCHANGE,51.46271631,-0.216117075
490012055N,SHEFFIELD TERRACE,51.50612476,-0.194493707
490012055S,SHEFFIELD TERRACE,51.50687157,-0.194521826
490000086B,GLOUCESTER ROAD STATION <>,51.49409275,-0.182263143
490010728N,PALACE GATE,51.50146921,-0.18417411
490010160W,GREENWOOD ROAD,51.54579587,-0.064550446
490010728S,PALACE GATE,51.50137644,-0.183990491
490012545E,STANHOPE GARDENS,51.49377418,-0.179697174
490012545W,STANHOPE GARDENS,51.4937212,-0.179180676
490015421E,ROYAL BROMPTON HOSP / ROYAL MARSDEN HOSP,51.4907228,-0.173725459
490005062HF,CHELSEA AND WESTMINSTER HOSPITAL,51.48514895,-0.182503605
490008380HD,HORTENSIA ROAD,51.48226807,-0.186938797
490001273C,STOKE NEWINGTON STATION #,51.56478413,-0.073050573
490011479S,REDCLIFFE SQUARE,51.4873309,-0.188106334
490015228L,EARLS COURT ROAD / OLD BROMPTON ROAD,51.49020425,-0.190743713
490000064A,EARLS COURT STATION <>,51.49200422,-0.192588349
490011943N,SCARSDALE VILLAS,51.49613593,-0.196948572
490011943S,PEMBROKE ROAD,51.49647766,-0.196949494
490015071E,GLOUCESTER ROAD,51.49108788,-0.181014192
490010141W,MYDDELTON ROAD,51.58763657,-0.118090227
490015071W,GLOUCESTER ROAD,51.49112298,-0.180378976
490004138E,BOLTON GARDENS / BROMPTON LIBRARY,51.49039719,-0.186933224
490004437W,BROMPTON SQUARE,51.49743312,-0.167507165
490004436C,VICTORIA AND ALBERT MUSEUM,51.49623609,-0.170897508
490004436F,VICTORIA AND ALBERT MUSEUM,51.49634529,-0.169827045
490010779E,COLLINGHAM ROAD / SAINSBURY'S,51.49477421,-0.187364615
490013096W,CROMWELL HOSPITAL,51.49461941,-0.190151127
490003106W,WARWICK GARDENS,51.4975354,-0.203174785
490008286N,HOLLAND GARDENS,51.49882076,-0.209016846
490009406N,LOWER ADDISON GARDENS,51.50210753,-0.213441045
490013444S,PARK GROVE,51.61640162,-0.286509047
490003210S,ALEXANDRA PALACE GARDEN CENTRE,51.59234935,-0.133906197
490003198S,ALEXANDRA PALACE ICE RINK,51.59363579,-0.129984223
490003199S,ALEXANDRA PALACE PALM COURT,51.59310889,-0.133037703
490003210N,ALEXANDRA PALACE GARDEN CENTRE,51.59238113,-0.134208074
490003196W,ALEXANDRA PALACE PARK,51.59603572,-0.124846692
490003198N,ALEXANDRA PALACE ICE RINK,51.59531955,-0.127864864
490003199E,ALEXANDRA PALACE PALM COURT,51.59336858,-0.132969305
490003196E,ALEXANDRA PALACE PARK,51.59599931,-0.124256223
490011822E,RUTLAND GARDENS,51.50187869,-0.167141533
490011822W,KNIGHTSBRIDGE BARRACKS,51.5016996,-0.166039276
490011198E,PRINCE OF WALES GATE,51.50198455,-0.17104197
490011198W,PRINCE OF WALES GATE,51.50179762,-0.169435717
4900000000,QUEEN'S GATE,51.50151468,-0.18130506
490005069E,CHELSEA FOOTBALL CLUB,51.48020237,-0.190016235
490005069W,CHELSEA FOOTBALL CLUB,51.48006645,-0.189949609
490011385E,RADIPOLE ROAD,51.47637026,-0.204553831
490011385W,RADIPOLE ROAD,51.4758609,-0.205351438
490007054E,FULHAM PALACE ROAD,51.4719669,-0.210630259
490007054W,FULHAM PALACE ROAD,51.47211221,-0.210135009
490010117E,MULGRAVE ROAD,51.48474555,-0.204181677
490010358W,NORTH END ROAD,51.4856427,-0.201697885
490013676W,FULHAM POOLS,51.48346925,-0.208927038
490007050E,FULHAM CROSS,51.48272585,-0.213248044
490007050W,FULHAM CROSS,51.48290954,-0.215271593
490012117E,SHORROLDS ROAD,51.48027931,-0.203204994
490012117W,SHORROLDS ROAD,51.48039184,-0.204093468
490013548E,SHERBROOKE ROAD,51.48078679,-0.206396624
490013548W,SHERBROOKE ROAD,51.48095699,-0.208118154
490007754E,HANNELL ROAD,51.48159784,-0.211808733
490007754W,MUNSTER ROAD,51.48156891,-0.212270725
490007050S,MUNSTER ROAD / FULHAM CROSS,51.48212679,-0.213473087
490009156V,LILLIE ROAD,51.484869,-0.202261233
490009156X,LILLIE ROAD,51.486145,-0.202787183
490014485N,WEST KENSINGTON ESTATE,51.48798001,-0.20399698
490014485S,WEST KENSINGTON ESTATE,51.48804005,-0.203807369
490000265B,WEST KENSINGTON STATION <>,51.48991572,-0.206499329
490000265A,WEST KENSINGTON STATION <>,51.49057442,-0.206646336
490009492S,LYTTON ESTATE,51.49265905,-0.207716963
490009492N,LYTTON ESTATE,51.49334301,-0.208929022
490007709S,KENSINGTON OLYMPIA,51.49442766,-0.210471166
490011788N,RUMBOLD ROAD,51.47845121,-0.189005487
490011788W,RUMBOLD ROAD,51.47854429,-0.188627374
490014186I,WANDSWORTH BRIDGE ROAD,51.47548518,-0.194350171
490014186W,WANDSWORTH BRIDGE ROAD,51.47587541,-0.193413152
490005189E,IRENE ROAD,51.47405874,-0.19632164
490005156W,IRENE ROAD,51.47353014,-0.197033661
490015575X,PARSONS GREEN,51.47286254,-0.19923426
490015393Z,MUNSTER ROAD,51.47194685,-0.204612308
490015393Y,MUNSTER ROAD,51.47182103,-0.204617247
490010225N,NEW KING'S ROAD,51.47568502,-0.192729469
490010225S,NEW KING'S ROAD,51.47553768,-0.192504892
490010474S,OAKBURY ROAD,51.47001077,-0.190981133
490011763E,ROYAL HOSPITAL CHELSEA / LOWER SLOANE ST,51.48892412,-0.157045114
490010156N,NATIONAL ARMY MUSEUM,51.48673974,-0.160532451
490010156S,NATIONAL ARMY MUSEUM,51.48649059,-0.160700917
490003152E,ALBERT BRIDGE / CADOGAN PIER <R>,51.48316241,-0.168684194
490003152W,ALBERT BRIDGE / CADOGAN PIER,51.48338277,-0.166097307
490012367W,SPA ROAD,51.49537457,-0.077679205
490003682W,BEAUFORT STREET,51.48233604,-0.172202638
490006224KP,DUKE OF YORK SQUARE,51.49087938,-0.161302154
490009666KB,MARKHAM STREET,51.48900918,-0.164762416
490005073KC,CHELSEA OLD TOWN HALL,51.48790096,-0.167500462
490008763KF,CARLYLE SQUARE,51.48664483,-0.171137317
490004809KD,CARLYLE SQUARE,51.48643184,-0.171318681
490005076E,HOBURY STREET / WORLDS END,51.48246218,-0.179153886
490005076W,EDITH GROVE / WORLDS END,51.48226558,-0.179233727
490005152N,CHEYNE WALK,51.48257055,-0.173979147
490012082A,WEST HAMPSTEAD STATION<> / BROADHURST GDNS,51.54586893,-0.191420955
490012367E,SPA ROAD,51.49481958,-0.076189888
490005152S,CHEYNE WALK,51.48274063,-0.173929146
490015421S,ROYAL BROMPTON HOSP / ROYAL MARSDEN HOSP,51.49036826,-0.174056531
490005062HA,CHELSEA AND WESTMINSTER HOSPITAL,51.4853719,-0.181803388
490008380HC,HORTENSIA ROAD,51.48247708,-0.186498441
490015066S,EDITH GROVE / KING'S ROAD,51.48235607,-0.182168176
490011754N,CALE STREET / ROYAL BROMPTON HOSPITAL,51.48963613,-0.170355009
490011754S1,CALE STREET / ROYAL BROMPTON HOSPITAL,51.48992326,-0.170314705
490003269S,ALPHA CLOSE,51.52754772,-0.164553898
490006876N,CHELSEA PHYSIC GARDEN,51.48460959,-0.163469959
490006876S,CHELSEA PHYSIC GARDEN,51.48450894,-0.163358779
490014333N,WEDMORE STREET,51.56232795,-0.126276963
490014846E,LORD AVENUE,51.58421393,0.055894197
490014846N,WOODFORD BRIDGE ROAD,51.58509005,0.054649019
490007943S,HAYES / GEORGE LANE,51.37933743,0.018304648
490007943N,HAYES / GEORGE LANE,51.37895021,0.017813401
490003060E,ABINGER ROAD,51.49697065,-0.249673153
490003060W,ABINGER ROAD,51.49678751,-0.250054741
490000240LL,TURNHAM GREEN STATION <>,51.49596834,-0.254220746
490000240MM,TURNHAM GREEN STATION <>,51.49580187,-0.254515232
490006872E,FLANCHFORD ROAD,51.49865489,-0.244436432
490006872W,FLANCHFORD ROAD,51.49861356,-0.24407784
490013487E,THE ORCHARD,51.49573898,-0.258148024
490011405W,RAMILLIES ROAD,51.49536509,-0.260827419
490003076W,ACTON GREEN,51.49611151,-0.264472645
490012617E,STATION ROAD / CHINGFORD STATION #,51.63303435,0.008652119
490008949N,LANGLEY AVENUE,51.38609931,-0.300787504
490008949S,LANGLEY AVENUE,51.38573585,-0.300527905
490011783W,RUISLIP LIDO,51.59058074,-0.433588843
490012580N,ST ANTHONY'S HOSPITAL,51.37794183,-0.22073666
490013608S,TUDOR DRIVE,51.38632247,-0.210667431
490016573N,CHENIES PLACE,51.53401784,-0.129544852
490016573S,CHENIES PLACE,51.53445724,-0.130031496
490012870W,ST PANCRAS OLD CHURCH,51.53461136,-0.130674026
490012869S,ST PANCRAS HOSPITAL,51.53539125,-0.132213751
490011756E,ROYAL COLLEGE STREET,51.53549896,-0.133896374
490015382N2,PRATT STREET,51.53875077,-0.1359408
490011419H,CAMDEN ROAD STATION #,51.54126565,-0.138015592
490001045E,ROYAL COLLEGE STREET / IVOR STREET,51.54254253,-0.139146018
490008663W,KENTISH TOWN ROAD,51.5445154,-0.141070177
490004894L,KENTISH TOWN POST OFFICE,51.54881559,-0.141183365
490007082K,KENTISH TOWN POST OFFICE,51.54821257,-0.141150251
490006943N,KENTISH TOWN FIRE STATION,51.55293657,-0.14247226
490006943E,FORTESS ROAD,51.5520664,-0.141469157
490008660N,LADY SOMERSET ROAD,51.55381448,-0.143965531
490008660S,KENTISH TOWN FIRE STATION,51.55352426,-0.143241681
490015367S,LADY SOMERSET ROAD,51.55530722,-0.145102068
490012082B,BROADHURST GARDENS,51.5453488,-0.191513689
490007308N,GORDON HOUSE ROAD,51.5561149,-0.146136701
